Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry
TRP,TC Energy Corporation,16.977358,0.545,3.54,46895329280,Energy,Oil & Gas Midstream
TRTX,"TPG RE Finance Trust, Inc.",7.633027,73.368,4.28,673950720,Real Estate,REIT - Mortgage
TRU,TransUnion,20.107456,1.7,2.58,17888718848,Financial Services,Financial Data & Stock Exchanges
TRV,"The Travelers Companies, Inc.",11.295529,0.322,2.38,54421282816,Financial Services,Insurance - Property & Casualty
TS,Tenaris S.A.,11.763239,3.503,3.78,20373860352,Energy,Oil & Gas Equipment & Services
TSE,Trinseo PLC,-1.7692308,1.371,4.97,195417376,Basic Materials,Specialty Chemicals
TSLX,"Sixth Street Specialty Lending,",10.619909,1.895,3.75,2198233088,Financial Services,Asset Management
TSM,Taiwan Semiconductor Manufactur,24.534655,2.442,1.85,1028181655552,Technology,Semiconductors
TSN,"Tyson Foods, Inc.",17.27143,2.109,2.65,21531926528,Consumer Defensive,Farm Products
TSQ,"Townsquare Media, Inc.",6.7596903,1.379,2.5,135571584,Communication Services,Advertising Agencies
TT,Trane Technologies plc,28.049803,1.209,2.07,79585173504,Industrials,Building Products & Equipment
TTC,Toro Company (The),17.427013,1.808,5.7,8049073664,Industrials,Tools & Accessories
TTE,TotalEnergies SE,7.4637146,1.098,2.2,136729640960,Energy,Oil & Gas Integrated
TTI,"Tetra Technologies, Inc.",10.769231,2.333,2.77,553601984,Energy,Oil & Gas Equipment & Services
TU,Telus Corporation,20.786667,0.676,11.41,23697891328,Communication Services,Telecom Services
TUYA,Tuya Inc.,36.909092,7.142,0.88,2557848832,Technology,Software - Infrastructure
TV,Grupo Televisa S.A.B.,64.66667,2.492,3.7,1079664384,Communication Services,Telecom Services
TWI,"Titan International, Inc. (DE)",39.954544,2.378,4.75,554995328,Industrials,Farm & Heavy Construction Machinery
TWLO,Twilio Inc.,27.087679,4.203,0.94,17533325312,Technology,Software - Infrastructure
TWO,Two Harbors Investment Corp,9.2972975,0.21,1.81,1431342720,Real Estate,REIT - Mortgage
TX,Ternium S.A. Ternium S.A.,4.004087,2.885,4.56,5769491968,Basic Materials,Steel
TXO,"TXO Partners, L.P.",12.159509,1.019,0.34,810901568,Energy,Oil & Gas E&P
TXT,Textron Inc.,10.797014,1.754,2.57,13207329792,Industrials,Aerospace & Defense
TYG,Tortoise Energy Infrastructure ,-72.56452,0.03,0.32,484312864,Financial Services,Asset Management
TYL,"Tyler Technologies, Inc.",56.806095,1.352,3.85,26462521344,Technology,Software - Application
U,Unity Software Inc.,-27.250002,2.502,2.63,11602197504,Technology,Software - Application
UA,"Under Armour, Inc.",17.368422,2.007,2.29,2946464256,Consumer Cyclical,Apparel Manufacturing
UAA,"Under Armour, Inc.",17.725,2.007,3.71,2946462208,Consumer Cyclical,Apparel Manufacturing
UAN,"CVR Partners, LP",-12.697452,2.097,1.99,842819904,Basic Materials,Agricultural Inputs
UBER,"Uber Technologies, Inc.",33.427967,1.067,2.41,164802002944,Technology,Software - Application
UDR,"UDR, Inc.",91.12766,0.341,2.42,16139757568,Real Estate,REIT - Residential
UE,Urban Edge Properties,50.124996,2.836,3.77,2723251200,Real Estate,REIT - Retail
UFI,"Unifi, Inc. New",8.584616,3.439,4.53,102400256,Consumer Cyclical,Textile Manufacturing
UGI,UGI Corporation,11.013333,1.004,6.21,7097421312,Utilities,Utilities - Regulated Gas
UGP,Ultrapar Participacoes S.A. (Ne,7.5,1.571,5.82,3098605312,Energy,Oil & Gas Refining & Marketing
UHAL,U-Haul Holding Company,15.911111,1.975,9.53,12212024320,Industrials,Rental & Leasing Services
UHS,"Universal Health Services, Inc.",9.913547,1.393,3.81,11875786752,Healthcare,Medical Care Facilities
UI,Ubiquiti Inc.,31.37059,2.225,2.99,19355686912,Technology,Communication Equipment
UIS,Unisys Corporation New,4.607843,1.564,2.11,326004704,Technology,Information Technology Services
UL,Unilever PLC,16.037144,0.761,0.55,141173702656,Consumer Defensive,Household & Personal Products
ULS,UL Solutions Inc.,31.366861,1.245,2.91,10611223552,Industrials,Specialty Business Services
UMC,United Microelectronics Corpora,10.125,2.52,6.41,16735702016,Technology,Semiconductors
UMH,"UMH Properties, Inc.",103.823524,13.114,4.59,1392581376,Real Estate,REIT - Residential
UNF,Unifirst Corporation,24.537924,3.512,0.82,3904160000,Industrials,Specialty Business Services
UNFI,"United Natural Foods, Inc.",30.490385,1.479,6.58,1900034560,Consumer Defensive,Food Distribution
UNH,UnitedHealth Group Incorporated,15.599332,0.827,1.7,429238878208,Healthcare,Healthcare Plans
UNM,Unum Group,8.192477,14.81,2.32,13226300416,Financial Services,Insurance - Life
UNP,Union Pacific Corporation,20.276632,0.765,2.18,148382433280,Industrials,Railroads
UP,Wheels Up Experience Inc.,-0.23666666,0.305,12.95,991022208,Industrials,Airports & Air Services
UPS,"United Parcel Service, Inc.",13.204313,1.175,2.52,99365830656,Industrials,Integrated Freight & Logistics
URI,"United Rentals, Inc.",14.026674,0.978,2.34,42925703168,Industrials,Rental & Leasing Services
USA,Liberty All-Star Equity Fund,701.00006,0.096,0.42,1980983936,Financial Services,Asset Management
USAC,"USA Compression Partners, LP",27.135923,1.232,6.12,3284935680,Energy,Oil & Gas Equipment & Services
USFD,US Foods Holding Corp.,18.544973,1.206,1.87,16149568512,Consumer Defensive,Food Distribution
USM,United States Cellular Corporat,56.886955,1.521,6.08,5566855680,Communication Services,Telecom Services
USNA,"USANA Health Sciences, Inc.",12.814516,3.931,4.8,605714112,Consumer Defensive,Packaged Foods
USPH,"U.S. Physical Therapy, Inc.",29.03793,1.777,5.69,1271149952,Healthcare,Medical Care Facilities
UTI,Universal Technical Institute I,28.494623,1.141,2.97,1440850048,Consumer Defensive,Education & Training Services
UTL,UNITIL Corporation,18.129032,0.826,3.95,913002752,Utilities,Utilities - Diversified
UTZ,Utz Brands Inc,16.987953,1.112,6.09,1213464320,Consumer Defensive,Packaged Foods
UVE,UNIVERSAL INSURANCE HOLDINGS IN,8.629956,0.557,2.9,554126656,Financial Services,Insurance - Property & Casualty
UWMC,UWM Holdings Corporation,14.021738,1.732,3.93,10308712448,Financial Services,Mortgage Finance
V,Visa Inc.,27.530016,1.121,4.64,672317898752,Financial Services,Credit Services
VAC,Marriott Vacations Worldwide Co,11.263721,4.558,4.7,2937428224,Consumer Cyclical,Resorts & Casinos
VAL,Valaris Limited,7.9278936,1.587,6.51,2967729664,Energy,Oil & Gas Equipment & Services
VALE,VALE S.A.,4.9317074,0.909,3.82,43157364736,Basic Materials,Other Industrial Metals & Mining
VEEV,Veeva Systems Inc.,33.400887,6.356,3.49,36657004544,Healthcare,Health Information Services
VEL,"Velocity Financial, Inc.",8.666666,8.851,6.15,611299200,Financial Services,Mortgage Finance
VET,Vermilion Energy Inc.,9.478724,1.248,10.35,1388356224,Energy,Oil & Gas E&P
VFC,V.F. Corporation,27.72826,1.556,3.26,9938007040,Consumer Cyclical,Apparel Manufacturing
VG,"Venture Global, Inc.",7.872362,1.71,0.75,37188329472,Energy,Oil & Gas Midstream
VHC,VirnetX Holding Corp,4.9406557,6.17,8.32,33716464,Technology,Software - Infrastructure
VHI,"Valhi, Inc.",5.712963,2.791,3.14,523736768,Basic Materials,Chemicals
VICI,VICI Properties Inc.,11.457875,62.561,5.56,33042315264,Real Estate,REIT - Diversified
VIK,Viking Holdings Ltd,23.096155,0.583,2.38,20734257152,Consumer Cyclical,Travel Services
VIPS,Vipshop Holdings Limited,6.2415257,1.263,1.87,7598676480,Consumer Cyclical,Internet Retail
VIST,Vista Energy S.A.B. de C.V.,7.2376504,0.593,1.86,5224006144,Energy,Oil & Gas E&P
VIV,Telefonica Brasil S.A.,12.039474,0.961,1.87,15047356416,Communication Services,Telecom Services
VLN,Valens Semiconductor Ltd.,-18.846155,8.201,0.29,260631008,Technology,Semiconductors
VLRS,Controladora Vuela Compania de ,7.77,0.734,0.46,972151296,Industrials,Airlines
VLTO,Veralto Corp,26.173334,1.917,3.19,24273281024,Industrials,Pollution & Treatment Controls
VMC,Vulcan Materials Company (Holdi,27.848019,1.829,3.35,33405335552,Basic Materials,Building Materials
VMI,"Valmont Industries, Inc.",19.469046,2.075,2.68,6993957376,Industrials,Conglomerates
VNCE,Vince Holding Corp.,21.583334,1.742,0.05,32658862,Consumer Cyclical,Apparel Manufacturing
VNO,Vornado Realty Trust,-298.3077,1.353,10.51,8060888064,Real Estate,REIT - Office
VNT,Vontier Corporation,11.933544,1.507,4.36,5607476736,Technology,Scientific & Technical Instruments
VOYA,"Voya Financial, Inc.",7.289767,9.524,2.68,6922913792,Financial Services,Financial Conglomerates
VPG,"Vishay Precision Group, Inc.",23.644857,4.467,2.32,334936576,Technology,Scientific & Technical Instruments
VRE,"Veris Residential, Inc.",-55.92857,0.158,6.58,1726828160,Real Estate,REIT - Residential
VRN,Veren Inc.,6.5789475,0.878,0.92,3091459840,Energy,Oil & Gas E&P
VRT,"Vertiv Holdings, LLC",27.904068,1.647,1.4,36550688768,Industrials,Electrical Equipment & Parts
VSCO,Victorias Secret & Co.,12.538116,1.17,3.72,2198259968,Consumer Cyclical,Apparel Retail
VSH,"Vishay Intertechnology, Inc.",14.221374,2.704,8.52,2525613312,Technology,Semiconductors
VST,Vistra Corp.,21.802898,1.114,0.79,51183599616,Utilities,Utilities - Independent Power Producers
VSTS,Vestis Corporation,17.386667,1.804,3.99,1717954816,Industrials,Rental & Leasing Services
VTEX,VTEX,40.125,3.601,0.89,1186557312,Technology,Software - Application
VTLE,"Vital Energy, Inc.",3.6130652,0.776,7.45,1097027200,Energy,Oil & Gas E&P
VTMX,"Corporacion Inmobiliaria Vesta,",10.96861,2.684,3.99,2120405632,Real Estate,Real Estate - Development
VTOL,"Bristow Group, Inc.",11.897011,1.833,5.32,1025168704,Energy,Oil & Gas Equipment & Services
VTR,"Ventas, Inc.",413.00003,0.579,4.86,28886212608,Real Estate,REIT - Healthcare Facilities
VTS,"Vitesse Energy, Inc.",29.244446,0.747,14.62,800030592,Energy,Oil & Gas E&P
VVV,Valvoline Inc.,20.138123,0.701,4.12,4632795136,Consumer Cyclical,Auto & Truck Dealerships
VVX,"V2X, Inc.",22.623657,1.084,5.19,1328065920,Industrials,Aerospace & Defense
VYX,NCR Voyix Corporation,17.188406,1.195,12.55,1731180416,Technology,Information Technology Services
VZ,Verizon Communications Inc.,9.040169,0.626,2.42,180006764544,Communication Services,Telecom Services
W,Wayfair Inc.,51.0122,0.792,4.99,5308436480,Consumer Cyclical,Internet Retail
WAB,Westinghouse Air Brake Technolo,21.746761,1.304,2.55,31543666688,Industrials,Railroads
WBX,Wallbox N.V.,-0.73260874,1.159,1.69,181588736,Technology,Electronic Components
WCC,"WESCO International, Inc.",12.641822,2.195,1.95,8938432512,Industrials,Industrial Distribution
WCN,"Waste Connections, Inc.",34.571957,0.653,2.31,48359968768,Industrials,Waste Management
WD,"Walker & Dunlop, Inc",16.630001,1.818,4.13,2807692800,Financial Services,Mortgage Finance
WDH,Waterdrop Inc.,8.866667,3.121,1.51,490690208,Financial Services,Insurance - Diversified
WEAV,"Weave Communications, Inc.",129.63637,1.576,3.14,1044192768,Healthcare,Health Information Services
WEC,"WEC Energy Group, Inc.",19.932951,0.601,5.5,33062096896,Utilities,Utilities - Regulated Electric
WELL,Welltower Inc.,81.63736,2.22,3.52,95285551104,Real Estate,REIT - Healthcare Facilities
WES,"Western Midstream Partners, LP",11.116217,1.113,5.36,15652228096,Energy,Oil & Gas Midstream
WEX,WEX Inc.,8.816638,1.023,2.15,5841732608,Technology,Software - Infrastructure
WFG,West Fraser Timber Co. Ltd,15.895161,1.967,4.88,6307554304,Basic Materials,Lumber & Wood Production
WGO,"Winnebago Industries, Inc.",8.492843,2.579,5.15,1179319040,Consumer Cyclical,Recreational Vehicles
WH,"Wyndham Hotels & Resorts, Inc.",22.959917,1.002,3.31,8461086720,Consumer Cyclical,Lodging
WHD,"Cactus, Inc. Class A Common Sto",17.853212,3.817,6.21,3891388928,Energy,Oil & Gas Equipment & Services
WHR,Whirlpool Corporation,9.073593,0.715,4.87,5804117504,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
WIT,Wipro Limited,12.0,2.829,8.01,37044944896,Technology,Information Technology Services
WK,Workiva Inc.,64.450386,1.834,3.78,4676662272,Technology,Software - Application
WKC,World Kinect Corporation,12.003906,1.152,9.32,1742390912,Energy,Oil & Gas Refining & Marketing
WLK,Westlake Corporation,13.395605,2.786,2.75,14120335360,Basic Materials,Specialty Chemicals
WLKP,Westlake Chemical Partners LP,14.416667,4.533,4.14,853478848,Basic Materials,Chemicals
WLY,"John Wiley & Sons, Inc.",10.67027,0.66,5.24,2137747200,Communication Services,Publishing
WM,"Waste Management, Inc.",28.256506,0.763,2.19,91694284800,Industrials,Waste Management
WMB,"Williams Companies, Inc. (The)",27.483253,0.501,2.29,70019932160,Energy,Oil & Gas Midstream
WMS,"Advanced Drainage Systems, Inc.",16.296297,3.208,3.85,8874546176,Industrials,Building Products & Equipment
WMT,Walmart Inc.,34.84559,0.823,2.43,761404719104,Consumer Defensive,Discount Stores
WNC,Wabash National Corporation,9.543307,1.928,3.28,514491584,Industrials,Farm & Heavy Construction Machinery
WNS,WNS (Holdings) Limited,11.727273,1.814,4.67,2409206272,Technology,Information Technology Services
WOLF,"Wolfspeed, Inc.",-3.1090908,3.149,2.09,1064105728,Technology,Semiconductors
WOR,"Worthington Enterprises, Inc.",15.369565,3.558,4.15,2122866432,Industrials,Metal Fabrication
WOW,"WideOpenWest, Inc.",-6.472973,0.579,6.17,406072736,Communication Services,Telecom Services
WPC,W. P. Carey Inc. REIT,28.146118,1.136,3.24,13489851392,Real Estate,REIT - Diversified
WPM,Wheaton Precious Metals Corp,38.44633,25.708,2.51,30996369408,Basic Materials,Gold
WPP,WPP plc,8.40177,0.892,1.48,10237475840,Communication Services,Advertising Agencies
WRBY,Warby Parker Inc.,75.25,2.469,6.08,2897714944,Healthcare,Medical Instruments & Supplies
WS,"Worthington Steel, Inc.",8.181556,1.833,3.57,1440897536,Basic Materials,Steel
WSM,"Williams-Sonoma, Inc.",24.00738,1.348,6.11,24026656768,Consumer Cyclical,Specialty Retail
WSO,"Watsco, Inc.",33.581142,3.13,11.04,20210851840,Industrials,Industrial Distribution
WSR,Whitestone REIT,24.218182,1.112,2.28,683258688,Real Estate,REIT - Retail
WST,"West Pharmaceutical Services, I",28.046543,2.795,3.15,15249594368,Healthcare,Medical Instruments & Supplies
WT,"WisdomTree, Inc.",12.712328,2.916,11.39,1355845120,Financial Services,Asset Management
WTI,"W&T Offshore, Inc.",-4.5384617,0.978,10.7,260823664,Energy,Oil & Gas E&P
WTM,White Mountains Insurance Group,20.333445,1.69,3.52,4699740160,Financial Services,Insurance - Property & Casualty
WTRG,"Essential Utilities, Inc.",17.159622,0.547,3.08,10037031936,Utilities,Utilities - Regulated Water
WTS,"Watts Water Technologies, Inc.",23.964325,2.593,6.54,7161414144,Industrials,Specialty Industrial Machinery
WTTR,"Select Water Solutions, Inc.",13.148936,1.652,7.04,1474399616,Energy,Oil & Gas Equipment & Services
WU,Western Union Company (The),5.8571424,0.365,5.95,3602387200,Financial Services,Credit Services
WWW,"Wolverine World Wide, Inc.",11.572519,1.292,5.22,1218433408,Consumer Cyclical,Footwear & Accessories
WY,Weyerhaeuser Company,34.54651,1.789,2.52,21556920320,Real Estate,REIT - Specialty
X,United States Steel Corporation,13.947169,1.551,1.58,8324019712,Basic Materials,Steel
XHR,"Xenia Hotels & Resorts, Inc.",48.275864,1.97,5.52,1497356032,Real Estate,REIT - Hotel & Motel
XIFR,"XPLR Infrastructure, LP",5.597475,0.791,1.55,870803456,Utilities,Utilities - Renewable
XIN,Xinyuan Real Estate Co Ltd,2.0937932,1.083,0.28,17269224,Real Estate,Real Estate - Development
XOM,Exxon Mobil Corporation,14.064803,1.308,2.62,480299417600,Energy,Oil & Gas Integrated
XPER,Xperi Inc.,9.123712,1.286,3.98,396747296,Technology,Software - Application
XPEV,XPeng Inc.,-40.88889,1.373,3.55,17532366848,Consumer Cyclical,Auto Manufacturers
XPO,"XPO, Inc.",28.249435,1.06,4.27,14606133248,Industrials,Trucking
XPOF,"Xponential Fitness, Inc.",10.248366,1.015,7.18,757391040,Consumer Cyclical,Leisure
XPRO,Expro Group Holdings N.V.,11.067798,1.979,5.24,1534484736,Energy,Oil & Gas Equipment & Services
XYF,X Financial,28.621622,4.866,0.16,502093088,Financial Services,Credit Services
XYL,Xylem Inc.,26.80842,1.762,2.57,30936614912,Industrials,Specialty Industrial Machinery
XYZ,"Block, Inc.",12.35293,2.326,1.82,42354855936,Technology,Software - Infrastructure
YALA,Yalla Group Limited,5.4358974,6.472,3.13,673604480,Technology,Software - Application
YELP,Yelp Inc.,15.396553,3.335,7.06,2351008256,Communication Services,Internet Content & Information
YETI,"YETI Holdings, Inc.",12.743945,2.179,8.37,3124119552,Consumer Cyclical,Leisure
YEXT,"Yext, Inc.",11.293104,0.865,2.96,835917568,Technology,Software - Infrastructure
YMM,Full Truck Alliance Co. Ltd.,19.539684,7.64,5.94,12873183232,Technology,Software - Application
YOU,"Clear Secure, Inc.",16.821428,1.068,12.42,3282987520,Technology,Software - Application
YPF,YPF Sociedad Anonima,7.885107,0.877,1.5,17424945152,Energy,Oil & Gas Integrated
YRD,Yiren Digital Ltd.,18.023811,6.611,1.3,658094144,Financial Services,Credit Services
YSG,Yatsen Holding Limited,55.428574,4.155,9.02,382405824,Consumer Defensive,Household & Personal Products
YUM,"Yum! Brands, Inc.",24.465462,1.474,3.24,41516425216,Consumer Cyclical,Restaurants
YUMC,"Yum China Holdings, Inc.",18.096899,1.18,5.32,17567111168,Consumer Cyclical,Restaurants
ZBH,"Zimmer Biomet Holdings, Inc.",12.189534,1.906,4.39,20868927488,Healthcare,Medical Devices
ZEPP,Zepp Health Corporation,-297.0,1.212,0.26,43436252,Technology,Consumer Electronics
ZETA,Zeta Global Holdings Corp.,28.013512,3.319,5.82,4922296832,Technology,Software - Infrastructure
ZGN,Ermenegildo Zegna N.V.,19.422222,1.41,1.81,2206115840,Consumer Cyclical,Apparel Manufacturing
ZH,Zhihu Inc.,68.25,3.509,9.2,517123168,Communication Services,Internet Content & Information
ZIM,ZIM Integrated Shipping Service,77.44444,1.335,2.98,2517334016,Industrials,Marine Shipping
ZIP,"ZipRecruiter, Inc.",-36.63158,7.407,8.78,680005248,Industrials,Staffing & Employment Services
ZK,ZEEKR Intelligent Technology Ho,-14.740964,0.643,4.04,6058404352,Consumer Cyclical,Auto Manufacturers
ZKH,ZKH Group Limited,15.260869,1.727,0.41,567054528,Consumer Cyclical,Internet Retail
ZTO,ZTO Express (Cayman) Inc.,10.602041,0.964,6.23,16751527936,Industrials,Integrated Freight & Logistics
ZTS,Zoetis Inc.,25.309149,1.754,3.27,71852703744,Healthcare,Drug Manufacturers - Specialty & Generic
ZVIA,Zevia PBC,-14.695652,2.848,1.11,218111408,Consumer Defensive,Beverages - Non-Alcoholic
ZWS,Zurn Elkay Water Solutions Corp,26.02985,2.914,7.1,5874455040,Industrials,Pollution & Treatment Controls
