Symbol,shortName,forwardPE,currentRatio,shortRatio,marketCap,sector,industry,sentiment,confidence
ONDS,Ondas Holdings Inc.,-8.1996,0.861,0.2,368082080,Technology,Communication Equipment,neutral,0.4241849184036255
ONEW,OneWater Marine Inc.,5.2654543,1.197,21.2,256920080,Consumer Cyclical,Specialty Retail,neutral,0.4241849184036255
OPAL,OPAL Fuels Inc.,3.3116884,1.146,4.92,442096064,Utilities,Utilities - Regulated Gas,neutral,0.4241849184036255
OPCH,"Option Care Health, Inc.",23.674603,1.54,2.61,4884573184,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
OPEN,Opendoor Technologies Inc,-11.777778,2.993,1.58,2318627072,Real Estate,Real Estate Services,neutral,0.4241849184036255
OPI,Office Properties Income Trust,-0.07964967,2.704,2.8,17730838,Real Estate,REIT - Office,neutral,0.4241849184036255
OPK,"Opko Health, Inc.",-4.672414,2.493,9.41,1074586880,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
OPRA,Opera Limited,15.320777,2.166,4.71,1590839296,Communication Services,Internet Content & Information,neutral,0.4241849184036255
OPRT,Oportun Financial Corporation,7.306818,10.909,1.86,282086656,Financial Services,Credit Services,neutral,0.4241849184036255
OPRX,OptimizeRx Corporation,26.918365,2.818,4.03,243950368,Healthcare,Health Information Services,neutral,0.4241849184036255
ORGN,"Origin Materials, Inc.",-2.0931427,9.506,1.79,109849696,Basic Materials,Chemicals,neutral,0.4241849184036255
ORGO,Organogenesis Holdings Inc.,-118.75,4.122,9.82,602556480,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
ORIC,"Oric Pharmaceuticals, Inc.",-5.5123153,12.002,8.85,953593856,Healthcare,Biotechnology,neutral,0.4241849184036255
ORKA,"Oruka Therapeutics, Inc.",-8.434782,30.034,12.33,508441984,Healthcare,Biotechnology,neutral,0.4241849184036255
ORKT,Orangekloud Technology Inc.,-14.2,5.978,0.38,16584889,Technology,Software - Application,neutral,0.4241849184036255
ORLY,"O'Reilly Automotive, Inc.",2.1076992,0.708,2.92,80970637312,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
ORMP,Oramed Pharmaceuticals Inc.,-26.5,23.94,5.71,86603056,Healthcare,Biotechnology,neutral,0.4241849184036255
OS,"OneStream, Inc.",232.0,2.336,4.34,6114362880,Technology,Software - Infrastructure,neutral,0.4241849184036255
OSIS,"OSI Systems, Inc.",21.681587,2.107,9.34,3578154496,Technology,Electronic Components,neutral,0.4241849184036255
OSPN,OneSpan Inc.,11.19403,1.96,3.41,573457472,Technology,Software - Infrastructure,neutral,0.4241849184036255
OSS,"One Stop Systems, Inc.",-268.0,3.415,0.25,115718112,Technology,Computer Hardware,neutral,0.4241849184036255
OSUR,"OraSure Technologies, Inc.",-21.59375,12.343,3.76,258434320,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
OSW,OneSpaWorld Holdings Limited,21.356436,1.734,5.54,2215174144,Consumer Cyclical,Leisure,neutral,0.4241849184036255
OTEX,Open Text Corporation,7.113253,0.857,4.89,7649871872,Technology,Software - Application,neutral,0.4241849184036255
OTLK,"Outlook Therapeutics, Inc.",-0.8093385,0.717,2.52,89135696,Healthcare,Biotechnology,neutral,0.4241849184036255
OTLY,Oatly Group AB,-83.138885,0.528,11.33,447872512,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
OTRK,"Ontrak, Inc.",-0.13625593,0.715,0.26,4073610,Healthcare,Health Information Services,neutral,0.4241849184036255
OTTR,Otter Tail Corporation,13.93961,2.622,21.35,3288657408,Industrials,Conglomerates,neutral,0.4241849184036255
OUST,"Ouster, Inc.",-12.811275,2.573,1.09,1405932288,Technology,Electronic Components,neutral,0.4241849184036255
OVID,Ovid Therapeutics Inc.,-1.5717949,4.934,3.05,43590124,Healthcare,Biotechnology,neutral,0.4241849184036255
OXBR,Oxbridge Re Holdings Limited,-124.0,9.661,0.78,18458442,Financial Services,Insurance - Reinsurance,neutral,0.4241849184036255
OXLC,Oxford Lane Capital Corp.,5.724638,1.772,0.95,1902320000,Financial Services,Asset Management,neutral,0.4241849184036255
OXSQ,Oxford Square Capital Corp.,9.3,3.21,2.81,176763712,Financial Services,Asset Management,neutral,0.4241849184036255
PAA,"Plains All American Pipeline, L",13.399281,1.009,3.6,13098944512,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
PACB,Pacific Biosciences of Californ,-2.242647,6.68,4.88,457629600,Healthcare,Medical Devices,neutral,0.4241849184036255
PAGP,"Plains GP Holdings, L.P.",11.838324,1.01,4.4,4603563008,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
PAHC,Phibro Animal Health Corporatio,15.582447,2.912,3.8,1187431808,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
PAL,"Proficient Auto Logistics, Inc.",9.186219,1.247,12.74,203903408,Industrials,Integrated Freight & Logistics,neutral,0.4241849184036255
PALI,"Palisade Bio, Inc.",-0.09538377,2.84,2.36,4345716,Healthcare,Biotechnology,neutral,0.4241849184036255
PAMT,PAMT CORP,109.0,1.615,5.41,285055040,Industrials,Trucking,neutral,0.4241849184036255
PANL,Pangaea Logistics Solutions Ltd,5.2878947,1.614,4.02,329650112,Industrials,Marine Shipping,neutral,0.4241849184036255
PANW,"Palo Alto Networks, Inc.",27.383335,0.895,5.85,131466289152,Technology,Software - Infrastructure,neutral,0.4241849184036255
PARA,Paramount Global,8.027607,1.289,10.09,9234320384,Communication Services,Entertainment,neutral,0.4241849184036255
PARAA,Paramount Global,14.778847,1.289,9.53,9101675520,Communication Services,Entertainment,neutral,0.4241849184036255
PASG,"Passage Bio, Inc.",-11.04,3.74,6.25,17224056,Healthcare,Biotechnology,neutral,0.4241849184036255
PATK,"Patrick Industries, Inc.",12.424588,2.41,9.97,3276878080,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
PAVM,PAVmed Inc.,-0.4167133,0.372,2.11,10305852,Healthcare,Medical Devices,neutral,0.4241849184036255
PAX,Patria Investments Limited,9.135136,0.968,3.73,2137174144,Financial Services,Asset Management,neutral,0.4241849184036255
PAYO,Payoneer Global Inc.,18.972221,0.997,3.63,2470212864,Technology,Software - Infrastructure,neutral,0.4241849184036255
PAYS,"Paysign, Inc.",57.714287,1.074,1.04,438079008,Technology,Software - Infrastructure,neutral,0.4241849184036255
PAYX,"Paychex, Inc.",27.182419,1.282,4.99,51801284608,Technology,Software - Application,neutral,0.4241849184036255
PBPB,Potbelly Corporation,42.233334,0.534,4.79,382281792,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
PBYI,Puma Biotechnology Inc,14.500417,1.529,6.9,172745552,Healthcare,Biotechnology,neutral,0.4241849184036255
PCAR,PACCAR Inc.,12.451674,5.395,5.13,50724163584,Industrials,Farm & Heavy Construction Machinery,neutral,0.4241849184036255
PCH,PotlatchDeltic Corporation - Co,52.101265,1.428,2.04,3235011328,Real Estate,REIT - Specialty,neutral,0.4241849184036255
PCRX,"Pacira BioSciences, Inc.",7.465347,2.415,9.93,1047412352,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
PCSA,"Processa Pharmaceuticals, Inc.",-0.11683963,2.929,0.02,6488353,Healthcare,Biotechnology,neutral,0.4241849184036255
PCT,"PureCycle Technologies, Inc.",-26.033333,0.548,10.17,2808288512,Industrials,Pollution & Treatment Controls,neutral,0.4241849184036255
PCTY,Paylocity Holding Corporation,25.616457,1.132,2.16,10144112640,Technology,Software - Application,neutral,0.4241849184036255
PCVX,"Vaxcyte, Inc.",-7.5477705,17.697,8.92,4586092032,Healthcare,Biotechnology,neutral,0.4241849184036255
PCYO,Pure Cycle Corporation,111.444435,3.524,6.48,241465216,Utilities,Utilities - Regulated Water,neutral,0.4241849184036255
PDD,PDD Holdings Inc.,8.1440735,2.273,3.55,162904850432,Consumer Cyclical,Internet Retail,neutral,0.4241849184036255
PDEX,"Pro-Dex, Inc.",22.985437,2.727,3.65,154410240,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
PDFS,"PDF Solutions, Inc.",23.42,2.187,4.01,916649408,Technology,Software - Application,neutral,0.4241849184036255
PDSB,PDS Biotechnology Corporation,-0.8014185,2.325,5.21,51652300,Healthcare,Biotechnology,neutral,0.4241849184036255
PDYN,Palladyne AI Corp.,-11.334252,16.027,1.3,352163680,Technology,Software - Infrastructure,neutral,0.4241849184036255
PECO,"Phillips Edison & Company, Inc.",62.214287,1.362,4.4,4821646848,Real Estate,REIT - Retail,neutral,0.4241849184036255
PEGA,Pegasystems Inc.,15.967391,1.39,3.09,8800397312,Technology,Software - Application,neutral,0.4241849184036255
PENG,"Penguin Solutions, Inc.",11.079545,2.622,8.95,1277276800,Technology,Information Technology Services,neutral,0.4241849184036255
PENN,"PENN Entertainment, Inc.",23.096153,0.741,3.44,2720301056,Consumer Cyclical,Resorts & Casinos,neutral,0.4241849184036255
PEP,"Pepsico, Inc.",16.79606,0.775,1.89,198448152576,Consumer Defensive,Beverages - Non-Alcoholic,neutral,0.4241849184036255
PEPG,PepGen Inc.,-0.52052236,4.946,5.04,45645656,Healthcare,Biotechnology,neutral,0.4241849184036255
PERI,Perion Network Ltd,51.340908,3.967,2.87,510483168,Communication Services,Internet Content & Information,neutral,0.4241849184036255
PESI,Perma-Fix Environmental Service,298.0,2.185,8.24,219950224,Industrials,Waste Management,neutral,0.4241849184036255
PET,Wag! Group Co.,-2.404,0.46,0.29,6098840,Technology,Software - Application,neutral,0.4241849184036255
PETS,"PetMed Express, Inc.",-115.333336,1.426,10.97,71471488,Healthcare,Pharmaceutical Retailers,neutral,0.4241849184036255
PFG,Principal Financial Group Inc,9.4348345,1.448,4.25,17852329984,Financial Services,Asset Management,neutral,0.4241849184036255
PFX,PhenixFIN Corporation,13.95187,3.005,3.94,99474368,Financial Services,Asset Management,neutral,0.4241849184036255
PGEN,"Precigen, Inc.",-7.1136365,3.527,16.17,461956704,Healthcare,Biotechnology,neutral,0.4241849184036255
PGNY,"Progyny, Inc.",30.57092,2.394,7.06,1991563392,Healthcare,Healthcare Plans,neutral,0.4241849184036255
PGY,Pagaya Technologies Ltd.,61.55,1.789,4.14,2329901312,Technology,Software - Infrastructure,neutral,0.4241849184036255
PHAR,Pharming Group N.V.,612.475,2.761,0.4,670225024,Healthcare,Biotechnology,neutral,0.4241849184036255
PHAT,"Phathom Pharmaceuticals, Inc.",-1.9375,3.578,1.79,541059264,Healthcare,Biotechnology,neutral,0.4241849184036255
PHIO,Phio Pharmaceuticals Corp.,0.07079953,10.58,0.5,11846964,Healthcare,Biotechnology,neutral,0.4241849184036255
PHLT,"Performant Healthcare, Inc.",32.826088,2.559,4.87,295614976,Healthcare,Health Information Services,neutral,0.4241849184036255
PHUN,"Phunware, Inc.",-4.02439,15.405,4.52,67551000,Technology,Software - Application,neutral,0.4241849184036255
PHVS,Pharvaris N.V.,-7.7131147,11.1,14.16,1281950208,Healthcare,Biotechnology,neutral,0.4241849184036255
PI,"Impinj, Inc.",40.14182,10.956,6.99,3199444480,Technology,Semiconductors,neutral,0.4241849184036255
PIII,P3 Health Partners Inc.,-31.666668,0.378,6.35,1350914176,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
PINC,"Premier, Inc.",15.890977,0.655,5.1,1950380032,Healthcare,Health Information Services,neutral,0.4241849184036255
PKOH,Park-Ohio Holdings Corp.,4.6145554,2.411,3.5,243609056,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
PLAB,"Photronics, Inc.",8.859046,5.131,4.29,1172327296,Technology,Semiconductor Equipment & Materials,neutral,0.4241849184036255
PLAY,"Dave & Buster's Entertainment, ",8.321237,0.263,4.0,1070300096,Communication Services,Entertainment,neutral,0.4241849184036255
PLBY,"Playboy, Inc.",62.670002,0.842,5.93,176625248,Consumer Cyclical,Leisure,neutral,0.4241849184036255
PLCE,"Children's Place, Inc. (The)",2.4082396,0.921,2.92,142539600,Consumer Cyclical,Apparel Manufacturing,neutral,0.4241849184036255
PLL,Piedmont Lithium Inc.,-8.361287,2.146,8.61,185332608,Basic Materials,Other Industrial Metals & Mining,neutral,0.4241849184036255
PLMR,"Palomar Holdings, Inc.",23.611301,0.578,1.96,3687468032,Financial Services,Insurance - Property & Casualty,neutral,0.4241849184036255
PLRX,"Pliant Therapeutics, Inc.",-0.37935323,11.034,1.75,93614104,Healthcare,Biotechnology,neutral,0.4241849184036255
PLSE,"Pulse Biosciences, Inc",-16.68889,15.581,13.46,1010454080,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
PLTK,Playtika Holding Corp.,6.2704053,1.806,4.41,1741044352,Communication Services,Electronic Gaming & Multimedia,neutral,0.4241849184036255
PLTR,Palantir Technologies Inc.,314.84045,6.494,0.56,349207691264,Technology,Software - Infrastructure,neutral,0.4241849184036255
PLUG,"Plug Power, Inc.",-3.122807,1.946,2.62,2042265216,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
PLUR,Pluri Inc.,-15.538787,4.812,0.44,40361684,Healthcare,Biotechnology,neutral,0.4241849184036255
PLUS,ePlus inc.,11.400341,1.709,2.92,1775173376,Technology,Software - Application,neutral,0.4241849184036255
PLXS,Plexus Corp.,17.255127,1.53,4.19,3646042880,Technology,Electronic Components,neutral,0.4241849184036255
PMCB,"PharmaCyte  Biotech, Inc.",-2.7628949,14.203,1.8,7206199,Healthcare,Biotechnology,neutral,0.4241849184036255
PMN,ProMIS Neurosciences Inc.,-1.3067213,3.364,3.4,26056562,Healthcare,Biotechnology,neutral,0.4241849184036255
PMTS,CPI Card Group Inc.,7.3563833,2.954,2.19,234034720,Financial Services,Credit Services,neutral,0.4241849184036255
PMVP,"PMV Pharmaceuticals, Inc.",-0.8227848,16.754,3.44,67538504,Healthcare,Biotechnology,neutral,0.4241849184036255
PNTG,"The Pennant Group, Inc.",21.203703,1.408,3.04,789340096,Healthcare,Medical Care Facilities,neutral,0.4241849184036255
POAI,Predictive Oncology Inc.,-6.488333,0.756,0.64,7484946,Healthcare,Medical Instruments & Supplies,neutral,0.4241849184036255
PODC,"PodcastOne, Inc.",-9.809524,1.248,1.34,54213020,Communication Services,Internet Content & Information,neutral,0.4241849184036255
PODD,Insulet Corporation,73.29716,4.474,2.6,19962544128,Healthcare,Medical Devices,neutral,0.4241849184036255
POET,POET Technologies Inc.,-20.5,1.59,2.93,557363456,Technology,Semiconductors,neutral,0.4241849184036255
POLA,"Polar Power, Inc.",-9.545454,1.637,2.06,5274213,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
PONY,Pony AI Inc.,-25.397627,15.863,0.87,4998261760,Technology,Information Technology Services,neutral,0.4241849184036255
POOL,Pool Corporation,25.733168,1.794,4.82,11638346752,Industrials,Industrial Distribution,neutral,0.4241849184036255
POWI,"Power Integrations, Inc.",35.657894,9.096,5.03,3050934272,Technology,Semiconductors,neutral,0.4241849184036255
POWL,"Powell Industries, Inc.",17.38273,2.002,6.21,2611739392,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
POWW,Outdoor Holding Company,12.599999,1.162,6.72,147185632,Industrials,Aerospace & Defense,neutral,0.4241849184036255
PPBT,Purple Biotech Ltd.,-1.2562556,2.725,5.13,7285727,Healthcare,Biotechnology,neutral,0.4241849184036255
PPC,Pilgrim's Pride Corporation,10.464444,1.345,6.74,11166121984,Consumer Defensive,Packaged Foods,neutral,0.4241849184036255
PPSI,"Pioneer Power Solutions, Inc.",6.5596495,3.096,1.12,41578804,Industrials,Electrical Equipment & Parts,neutral,0.4241849184036255
PPTA,Perpetua Resources Corp.,-80.09091,5.952,2.56,1827916544,Basic Materials,Other Precious Metals & Mining,neutral,0.4241849184036255
PRAA,"PRA Group, Inc.",7.5619054,13.22,1.99,629780160,Financial Services,Credit Services,neutral,0.4241849184036255
PRAX,"Praxis Precision Medicines, Inc",-5.0403304,8.44,5.69,1120091392,Healthcare,Biotechnology,neutral,0.4241849184036255
PRCH,"Porch Group, Inc.",-17.673334,1.787,5.74,1368247424,Technology,Software - Application,neutral,0.4241849184036255
PRCT,PROCEPT BioRobotics Corporation,-43.31579,8.947,8.38,3187486464,Healthcare,Medical Devices,neutral,0.4241849184036255
PRDO,Perdoceo Education Corporation,12.341881,4.456,8.89,1892688256,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
PRE,Prenetics Global Limited,-14.5,2.07,0.73,105836080,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
PRFX,PainReform Ltd.,-0.12354892,1.813,0.75,2999578,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
PRGS,Progress Software Corporation,8.613879,0.434,10.56,2086872832,Technology,Software - Infrastructure,neutral,0.4241849184036255
PRLD,Prelude Therapeutics Incorporat,-0.56794703,5.175,2.44,48420524,Healthcare,Biotechnology,neutral,0.4241849184036255
PRME,"Prime Medicine, Inc.",-3.1915605,4.776,6.58,605245440,Healthcare,Biotechnology,neutral,0.4241849184036255
PROF,Profound Medical Corp.,-6.4829545,11.315,9.23,171832880,Healthcare,Medical Devices,neutral,0.4241849184036255
PROK,ProKidney Corp.,-6.2782354,10.963,9.18,1841678336,Healthcare,Biotechnology,neutral,0.4241849184036255
PROP,Prairie Operating Co.,1.2480369,0.568,3.45,178325520,Energy,Oil & Gas E&P,neutral,0.4241849184036255
PRPH,"ProPhase Labs, Inc.",0.8235417,1.03,0.28,16421236,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
PRPL,"Purple Innovation, Inc.",-2.5112903,1.356,3.15,84250048,Consumer Cyclical,"Furnishings, Fixtures & Appliances",neutral,0.4241849184036255
PRPO,"Precipio, Inc.",37.97436,0.757,0.9,22392868,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
PRQR,ProQR Therapeutics N.V.,-4.8510637,4.095,0.99,240182032,Healthcare,Biotechnology,neutral,0.4241849184036255
PRSO,Peraso Inc.,-0.4762201,2.012,0.39,5061807,Technology,Semiconductors,neutral,0.4241849184036255
PRTA,Prothena Corporation plc,-1.5232558,9.001,2.24,352566848,Healthcare,Biotechnology,neutral,0.4241849184036255
PRTC,PureTech Health plc,-37.1,9.333,1.5,445671136,Healthcare,Biotechnology,neutral,0.4241849184036255
PRTG,Portage Biotech Inc.,-11.019231,3.077,0.41,13056493,Healthcare,Biotechnology,neutral,0.4241849184036255
PRTH,"Priority Technology Holdings, I",19.791666,1.056,3.02,568243712,Technology,Software - Infrastructure,neutral,0.4241849184036255
PRTS,"CarParts.com, Inc.",-1.7337779,1.347,1.19,45624924,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
PRVA,"Privia Health Group, Inc.",78.07692,1.883,3.09,2474976000,Healthcare,Health Information Services,neutral,0.4241849184036255
PSEC,Prospect Capital Corporation,7.2102127,0.831,9.64,1530161792,Financial Services,Asset Management,neutral,0.4241849184036255
PSIX,"Power Solutions International, ",28.126318,1.162,1.88,1844361472,Industrials,Specialty Industrial Machinery,neutral,0.4241849184036255
PSMT,"PriceSmart, Inc.",18.25,1.284,5.68,3322651392,Consumer Defensive,Discount Stores,neutral,0.4241849184036255
PSNL,"Personalis, Inc.",-5.5884957,6.906,5.55,557773056,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
PSNY,Polestar Automotive Holding UK ,-3.1285715,0.485,10.77,2320622592,Consumer Cyclical,Auto Manufacturers,neutral,0.4241849184036255
PSTV,"PLUS THERAPEUTICS, Inc.",-0.18810679,1.029,0.09,19761918,Healthcare,Biotechnology,neutral,0.4241849184036255
PTC,PTC Inc.,28.744999,0.988,4.55,24135335936,Technology,Software - Application,neutral,0.4241849184036255
PTCT,"PTC Therapeutics, Inc.",-12.638586,3.891,5.4,3686242816,Healthcare,Biotechnology,neutral,0.4241849184036255
PTEN,"Patterson-UTI Energy, Inc.",-73.625,1.61,2.47,2273463552,Energy,Oil & Gas Drilling,neutral,0.4241849184036255
PTGX,"Protagonist Therapeutics, Inc.",-38.440563,17.255,6.49,3407150592,Healthcare,Biotechnology,neutral,0.4241849184036255
PTLO,Portillo's Inc.,29.141026,0.252,5.5,728297600,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
PTMN,Portman Ridge Finance Corporati,4.5503597,2.479,7.32,166813008,Financial Services,Asset Management,neutral,0.4241849184036255
PTON,"Peloton Interactive, Inc.",-20.758064,1.651,4.71,2564733696,Consumer Cyclical,Leisure,neutral,0.4241849184036255
PUBM,"PubMatic, Inc.",48.346153,1.443,2.61,610067328,Technology,Software - Application,neutral,0.4241849184036255
PULM,"Pulmatrix, Inc.",-1.3488889,8.905,0.27,22169340,Healthcare,Biotechnology,neutral,0.4241849184036255
PVLA,"Palvella Therapeutics, Inc.",-10.8736725,8.843,5.21,381753312,Healthcare,Biotechnology,neutral,0.4241849184036255
PWP,Perella Weinberg Partners,15.015037,1.165,4.92,1765535616,Financial Services,Capital Markets,neutral,0.4241849184036255
PXLW,"Pixelworks, Inc.",-35.57143,3.463,3.26,52250660,Technology,Semiconductors,neutral,0.4241849184036255
PXS,Pyxis Tankers Inc.,1.9745206,3.401,0.44,30228754,Energy,Oil & Gas Midstream,neutral,0.4241849184036255
PYPD,PolyPid Ltd.,-1.3851851,0.708,0.13,38113968,Healthcare,Biotechnology,neutral,0.4241849184036255
PYPL,"PayPal Holdings, Inc.",15.446832,1.3,2.69,73460285440,Financial Services,Credit Services,neutral,0.4241849184036255
PYXS,"Pyxis Oncology, Inc.",-0.95798314,7.753,7.14,70620376,Healthcare,Biotechnology,neutral,0.4241849184036255
PZZA,"Papa John's International, Inc.",18.52049,0.856,2.76,1479448192,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
QCOM,QUALCOMM Incorporated,12.91619,2.733,2.43,173445562368,Technology,Semiconductors,neutral,0.4241849184036255
QDEL,QuidelOrtho Corporation,9.724528,1.201,3.74,1742719616,Healthcare,Medical Devices,neutral,0.4241849184036255
QFIN,"Qifu Technology, Inc",7.0902658,3.078,5.21,5467189248,Financial Services,Credit Services,neutral,0.4241849184036255
QH,Quhuo Limited - American Deposi,-168.0,1.403,3.89,150687600,Technology,Software - Application,neutral,0.4241849184036255
QIPT,Quipt Home Medical Corp.,-37.33,1.222,1.01,97443840,Healthcare,Medical Distribution,neutral,0.4241849184036255
QLGN,"Qualigen Therapeutics, Inc.",-3.05,2.334,2.69,4988214,Healthcare,Biotechnology,neutral,0.4241849184036255
QLYS,"Qualys, Inc.",23.400328,1.393,8.89,5159758848,Technology,Software - Infrastructure,neutral,0.4241849184036255
QMCO,Quantum Corporation,-7.458333,0.373,1.15,62200352,Technology,Computer Hardware,neutral,0.4241849184036255
QNCX,"Quince Therapeutics, Inc.",-5.773871,4.048,1.42,93326640,Healthcare,Biotechnology,neutral,0.4241849184036255
QNRX,"Quoin Pharmaceuticals, Ltd.",-6.785124,2.574,0.81,4828851,Healthcare,Biotechnology,neutral,0.4241849184036255
QNST,"QuinStreet, Inc.",14.837962,1.458,2.8,912654144,Communication Services,Advertising Agencies,neutral,0.4241849184036255
QNTM,Quantum Biopharma Ltd.,-2.8000126,0.96,0.33,76950968,Healthcare,Biotechnology,neutral,0.4241849184036255
QRHC,Quest Resource Holding Corporat,6.625,1.464,0.58,43845412,Industrials,Waste Management,neutral,0.4241849184036255
QRVO,"Qorvo, Inc.",14.642617,2.767,3.19,8103185408,Technology,Semiconductors,neutral,0.4241849184036255
QSG,QuantaSing Group Limited,12.605263,1.721,0.21,489662528,Consumer Defensive,Education & Training Services,neutral,0.4241849184036255
QSI,Quantum-Si Incorporated,-2.234177,19.238,3.01,355996960,Healthcare,Medical Devices,neutral,0.4241849184036255
QTRX,Quanterix Corporation,-6.23875,8.293,4.01,256140064,Healthcare,Medical Devices,neutral,0.4241849184036255
QTTB,Q32 Bio Inc.,-0.4141791,4.708,1.92,27078672,Healthcare,Biotechnology,neutral,0.4241849184036255
QUBT,Quantum Computing Inc.,-53.097095,44.693,0.91,2599230976,Technology,Computer Hardware,neutral,0.4241849184036255
QUIK,QuickLogic Corporation,11.745283,1.179,4.18,98579720,Technology,Semiconductors,neutral,0.4241849184036255
QURE,uniQure N.V.,-4.596405,11.992,6.53,770037632,Healthcare,Biotechnology,neutral,0.4241849184036255
RADX,Radiopharm Theranostics Limited,-0.93199587,3.374,0.68,35999480,Healthcare,Biotechnology,neutral,0.4241849184036255
RAIL,"Freightcar America, Inc.",14.727273,1.601,1.74,216809456,Industrials,Railroads,neutral,0.4241849184036255
RANI,"Rani Therapeutics Holdings, Inc",-0.4240594,0.883,11.47,29477018,Healthcare,Biotechnology,neutral,0.4241849184036255
RAPP,"Rapport Therapeutics, Inc.",-4.486353,31.01,12.91,538709696,Healthcare,Biotechnology,neutral,0.4241849184036255
RAPT,"RAPT Therapeutics, Inc.",-6.2698417,21.11,6.54,195952784,Healthcare,Biotechnology,neutral,0.4241849184036255
RARE,Ultragenyx Pharmaceutical Inc.,-5.152642,2.397,5.99,2489290752,Healthcare,Biotechnology,neutral,0.4241849184036255
RAVE,"Rave Restaurant Group, Inc.",-18.4,6.507,1.05,39224016,Consumer Cyclical,Restaurants,neutral,0.4241849184036255
RBBN,Ribbon Communications Inc.,13.897242,1.393,3.72,711507648,Technology,Software - Application,neutral,0.4241849184036255
RCAT,"Red Cat Holdings, Inc.",-51.764706,1.018,1.39,866132032,Technology,Computer Hardware,neutral,0.4241849184036255
RCEL,"Avita Medical, Inc.",-6.6707315,2.09,16.17,144597808,Healthcare,Medical Devices,neutral,0.4241849184036255
RCKT,"Rocket Pharmaceuticals, Inc.",-1.2385496,9.19,2.76,349609792,Healthcare,Biotechnology,neutral,0.4241849184036255
RCKY,"Rocky Brands, Inc.",7.5499997,2.637,2.96,180261872,Consumer Cyclical,Footwear & Accessories,neutral,0.4241849184036255
RCMT,"RCM Technologies, Inc.",10.251028,1.615,3.84,184094368,Industrials,Conglomerates,neutral,0.4241849184036255
RCON,"Recon Technology, Ltd.",-2.2236843,9.19,0.84,77640464,Energy,Oil & Gas Equipment & Services,neutral,0.4241849184036255
RDCM,Radcom Ltd.,16.843372,4.297,1.61,224089600,Communication Services,Telecom Services,neutral,0.4241849184036255
RDHL,Redhill Biopharma Ltd.,74.333336,0.536,2.17,5118630,Healthcare,Drug Manufacturers - Specialty & Generic,neutral,0.4241849184036255
RDI,Reading International Inc,-2.4545455,0.234,4.03,44354252,Communication Services,Entertainment,neutral,0.4241849184036255
RDNT,"RadNet, Inc.",75.293335,2.01,10.42,4341972992,Healthcare,Diagnostics & Research,neutral,0.4241849184036255
RDVT,"Red Violet, Inc.",49.855556,9.002,7.06,626201216,Technology,Software - Application,neutral,0.4241849184036255
RDWR,Radware Ltd.,31.580647,1.854,2.58,1253702528,Technology,Software - Infrastructure,neutral,0.4241849184036255
RDZN,"Roadzen, Inc.",-4.630435,0.473,0.45,79119920,Technology,Software - Application,neutral,0.4241849184036255
REAL,"The RealReal, Inc.",-25.134615,0.867,7.31,739075776,Consumer Cyclical,Luxury Goods,neutral,0.4241849184036255
REAX,"The Real Brokerage, Inc.",-109.25,1.235,1.98,901093952,Real Estate,Real Estate Services,neutral,0.4241849184036255
REE,REE Automotive Ltd.,-0.31415927,2.28,3.1,20050684,Consumer Cyclical,Auto Parts,neutral,0.4241849184036255
REFI,Chicago Atlantic Real Estate Fi,7.0194273,27.448,5.28,282585280,Real Estate,REIT - Mortgage,neutral,0.4241849184036255
REFR,Research Frontiers Incorporated,-31.333334,11.962,8.27,63258616,Technology,Electronic Components,neutral,0.4241849184036255
REG,Regency Centers Corporation,33.75238,0.702,5.52,12944318464,Real Estate,REIT - Retail,neutral,0.4241849184036255
REGN,"Regeneron Pharmaceuticals, Inc.",12.306664,4.927,1.39,60202901504,Healthcare,Biotechnology,neutral,0.4241849184036255
